"gene","significance_GSE13507","significance_GSE3167","significance_GSE37817","significance_GSE52519","significance_GSE65635","significance_GSE7476","significance_GSE76211","score"
"388698","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"388699",NA,"not significant",NA,NA,NA,"not significant",NA,0
"3887","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"388701","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"388714","not significant","not significant","not significant","not significant","not significant","not significant","not significant",0
"388719","not significant",NA,"not significant",NA,NA,NA,"not significant",0
"388720","not significant",NA,NA,"not significant",NA,NA,NA,0
"388722","not significant",NA,"not significant","not significant","significant","not significant","not significant",0.122448979591837
"388730","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"388732","not significant",NA,NA,NA,NA,NA,NA,0
"388743","not significant",NA,"not significant","not significant",NA,"not significant","not significant",0
"388753","not significant",NA,"not significant","not significant","significant","not significant","not significant",0.122448979591837
"388755","not significant",NA,NA,NA,NA,NA,NA,0
"388759","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"388762","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"388780","not significant",NA,NA,NA,NA,"not significant",NA,0
"388789","not significant",NA,"not significant","not significant",NA,"not significant","not significant",0
"388796",NA,"not significant",NA,NA,"not significant","not significant","not significant",0
"388799","not significant",NA,"not significant","not significant","not significant","not significant",NA,0
"3888","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"388813","not significant",NA,NA,NA,NA,NA,NA,0
"388814","not significant",NA,NA,NA,NA,NA,NA,0
"388815","significant",NA,"significant","not significant","significant","not significant","not significant",0.36734693877551
"388818","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"388820",NA,NA,NA,NA,NA,NA,"not significant",0
"388849","not significant",NA,NA,NA,NA,NA,"not significant",0
"388882","not significant",NA,NA,NA,NA,"not significant","not significant",0
"388885","not significant",NA,NA,NA,NA,NA,NA,0
"388886","not significant","not significant","not significant","not significant","significant","not significant","not significant",0.142857142857143
"3889","not significant","not significant","not significant",NA,"not significant","not significant","not significant",0
"388906","not significant",NA,NA,NA,NA,"not significant","not significant",0
"388910","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"388915","not significant",NA,NA,NA,NA,NA,NA,0
"388922","not significant",NA,NA,NA,NA,NA,NA,0
"388923","not significant",NA,NA,NA,NA,NA,NA,0
"388931","not significant",NA,NA,NA,"not significant",NA,"not significant",0
"388938","not significant",NA,NA,NA,NA,NA,NA,0
"388939","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"388942",NA,NA,"not significant",NA,NA,"not significant","not significant",0
"388946","not significant",NA,"not significant",NA,NA,NA,"not significant",0
"388948","not significant",NA,"not significant",NA,NA,"not significant","not significant",0
"388951","not significant",NA,"not significant",NA,"not significant","not significant","not significant",0
"388957","not significant",NA,NA,"not significant",NA,NA,NA,0
"388960","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"388962","not significant",NA,"not significant","not significant","significant","not significant","not significant",0.122448979591837
"388963","not significant",NA,"not significant",NA,NA,"not significant","not significant",0
"388965","not significant",NA,"not significant",NA,"not significant",NA,"not significant",0
"388969","not significant","not significant",NA,"not significant","not significant","not significant","not significant",0
"389","not significant",NA,"not significant","not significant","not significant","not significant","not significant",0
